subjects	S	age	R	rt
9	left	age17	left	0.655736398356443
9	left	age17	right	0.30314578312224
9	left	age17	left	0.309895079661661
9	left	age17	left	0.294624497547643
9	left	age17	right	0.367978386479083
9	left	age17	left	0.46421654774956
9	left	age17	left	0.521467897932732
9	left	age17	right	0.666090602591196
9	right	age17	right	0.314345210453199
9	left	age17	left	0.378840103851455
9	left	age17	left	0.356710343674301
9	left	age17	left	0.38919543027092
9	left	age17	left	0.289886829584974
9	left	age17	right	0.318592259119823
9	right	age17	right	0.371439081680746
9	left	age17	left	0.402074266135648
9	left	age17	right	0.419407300153087
9	right	age17	right	0.386385900568431
9	right	age17	right	0.308484123909467
9	left	age17	left	0.304039811217882
9	right	age17	right	0.358483213459397
9	right	age17	left	0.36075102516752
9	right	age17	right	0.482013348087197
9	right	age17	right	0.395046768594301
9	right	age17	right	0.572414757953473
9	right	age17	right	0.412266220234216
9	right	age17	right	0.371246411391142
9	left	age17	left	0.318084741894294
9	right	age17	right	0.467801734864146
9	right	age17	right	0.413917476196826
9	left	age17	left	0.336244512861126
9	right	age17	right	0.363788438139696
9	left	age17	left	0.3709642834239
9	left	age17	left	0.33337850866199
9	left	age17	left	0.338903346582613
9	right	age17	left	0.522234137491382
9	right	age17	right	0.298803246449158
9	right	age17	right	0.35376200523869
9	left	age17	left	0.432369049470612
9	left	age17	left	0.365456911737071
9	right	age17	right	0.427191167845417
9	left	age17	left	0.476502051621657
9	left	age17	right	0.411361610246485
9	right	age17	left	0.329823534068679
9	right	age17	right	0.575319184343069
9	left	age17	right	0.44733123526618
9	right	age17	right	0.408546575467203
9	right	age17	right	0.343704786824937
9	left	age17	right	0.309885171382034
9	right	age17	right	0.478597672082721
9	left	age17	right	0.565339054957758
9	right	age17	right	0.411561883535402
9	left	age17	right	0.374745828910292
9	right	age17	right	0.405001733086439
9	right	age17	right	0.308070047949684
9	right	age17	right	0.373793467201547
9	right	age17	right	0.423172539845306
9	left	age17	right	0.483079363531177
9	right	age17	right	0.357725306098112
9	left	age17	left	0.555367183744396
9	left	age17	left	0.346794828328387
9	right	age17	left	0.549031963148541
9	left	age17	left	0.397017188345463
9	left	age17	left	0.337736402808275
9	right	age17	right	0.472184602094811
9	right	age17	right	0.303330861982148
9	left	age17	left	0.472382253100895
9	right	age17	right	0.309471597468147
9	right	age17	left	0.371229900757544
9	right	age17	left	0.377472720335849
9	left	age17	right	0.653252008023825
9	left	age17	right	0.448253403679946
9	right	age17	left	0.409733720707596
9	right	age17	right	0.496878575206356
9	left	age17	right	0.40735072744252
9	right	age17	left	0.506384071099661
9	right	age17	left	0.379229741884603
9	right	age17	right	0.429802916859788
9	right	age17	right	0.44841695517698
9	left	age17	left	0.306832653508063
9	right	age17	right	0.698592702388968
9	left	age17	left	0.33123861268862
9	right	age17	right	0.455945288004787
9	right	age17	right	0.427621632655885
9	right	age17	left	0.423637820496172
9	right	age17	right	0.386496543034212
9	left	age17	right	0.304625537954842
9	left	age17	left	0.499160769335793
9	left	age17	left	0.326564399873208
9	right	age17	right	0.357757897435209
9	right	age17	right	0.301110746107487
9	right	age17	right	0.298929820043637
9	right	age17	right	0.356200904985537
9	left	age17	left	0.434336294869921
9	left	age17	left	0.423404040199314
9	left	age17	left	0.704641718116921
9	left	age17	left	0.304343728488626
9	right	age17	right	0.388771689574963
9	left	age17	left	0.57735359976649
9	left	age17	right	0.349792827927217
9	left	age17	left	0.304341517209924
9	right	age17	left	0.702269389306641
9	right	age17	right	0.652963281425479
9	right	age17	right	0.54058566303802
9	right	age17	left	0.330494678145978
9	right	age17	right	0.468222586423538
9	right	age17	left	0.356941043380243
9	left	age17	left	0.31003583460948
9	left	age17	right	0.482637886500654
9	right	age17	right	0.316079135050048
9	right	age17	right	0.431453131113586
9	right	age17	right	0.45812039977623
9	left	age17	left	0.381722571845303
9	left	age17	left	0.393927287379883
9	left	age17	right	0.361441840618858
9	left	age17	right	0.336619672808093
9	left	age17	right	0.568990631013817
9	left	age17	left	0.296266014901388
9	left	age17	left	0.332688716899658
9	right	age17	right	0.350462022692908
9	left	age17	right	0.403415611505236
9	left	age17	left	0.429725425844675
9	left	age17	left	0.326382149870076
9	right	age17	right	0.349494744551013
9	left	age17	left	0.30718719868216
9	right	age17	right	0.523382490841162
9	left	age17	left	0.279666498719026
9	right	age17	right	0.343902149371163
9	right	age17	right	0.313280464343483
9	left	age17	left	0.456286478971576
9	right	age17	left	0.402519020079282
9	left	age17	right	0.382164635643493
9	left	age17	right	0.305116114128226
9	left	age17	left	0.374993322189567
9	left	age17	left	0.438721658825759
9	right	age17	right	0.309237344817233
9	left	age17	left	0.310782065403161
9	left	age17	right	0.422968547620847
9	right	age17	right	0.436839796499206
9	left	age17	left	0.550964438851259
9	right	age17	right	0.32486808833286
9	right	age17	right	0.300508314661857
9	left	age17	right	0.52503216473618
9	left	age17	left	0.447591120464372
9	left	age17	left	0.404991662159323
9	right	age17	right	0.399443329020844
9	left	age17	left	0.34353362107093
9	left	age17	left	0.665728047434477
9	right	age17	right	0.349408010186733
9	left	age17	right	0.44988138581446
9	right	age17	left	0.406804413507972
9	right	age17	right	0.32632646854755
9	right	age17	right	0.458894986882644
9	right	age17	right	0.35496566463172
9	left	age17	right	0.314503199629051
9	left	age17	left	0.352557743516529
9	left	age17	right	0.578226091933137
9	right	age17	right	0.42202472690635
9	left	age17	right	0.30810054330173
9	right	age17	left	0.375824241339237
9	left	age17	left	0.295342642814304
9	left	age17	left	0.308310803189625
9	right	age17	left	0.419455356743096
9	left	age17	left	0.461017543920054
9	right	age17	right	0.383478416987072
9	left	age17	right	0.362259616233503
9	right	age17	right	0.398464571487308
9	right	age17	right	0.32576369343775
9	right	age17	right	0.317494058313535
9	right	age17	right	0.476029695957707
9	left	age17	right	0.404277061080953
9	left	age17	right	0.30780085754594
9	right	age17	right	0.934219301610305
9	left	age17	right	0.781595840078418
9	right	age17	right	0.324513071386494
9	right	age17	left	0.474390741369297
9	right	age17	right	0.291114490543705
9	right	age17	left	0.393212067977595
9	left	age17	left	0.32411274323786
9	right	age17	left	0.469125941100832
9	right	age17	right	0.311485087581073
9	right	age17	left	0.468399129884325
9	right	age17	right	0.460025917669933
9	left	age17	left	0.575412649491894
9	right	age17	right	0.305160895382644
9	right	age17	right	0.364809879844483
9	right	age17	left	0.419778740292606
9	left	age17	left	0.335678979958476
9	left	age17	left	0.314200626014228
9	right	age17	right	0.505925895648946
9	right	age17	left	0.304118011416289
9	right	age17	right	0.349672958351365
9	left	age17	right	0.398835133674761
9	right	age17	left	0.337160257185687
9	left	age17	right	0.867208332777011
9	left	age17	left	0.476635278049433
9	right	age17	right	0.300391051136075
9	left	age17	left	0.288279684607879
9	left	age17	left	0.335301042707404
9	left	age17	left	0.448225759670328
9	left	age17	left	0.431502682430888
9	left	age17	right	0.473976488072687
9	right	age17	right	0.386233494136788
9	right	age17	right	0.293798069146342
9	left	age17	left	0.378886215918642
9	right	age17	left	0.293150439738274
9	right	age17	right	0.493892065367849
9	left	age17	right	0.301485621003888
9	left	age17	left	0.300958385227855
9	left	age17	left	0.509307247660073
9	right	age17	left	0.564283807541219
9	right	age17	right	0.347321288159504
9	left	age17	right	0.505074791774629
9	right	age25	right	0.482856178428925
9	left	age25	right	0.371578657909763
9	left	age25	right	0.310465348939454
9	left	age25	left	0.486350611287682
9	left	age25	left	0.317244578080349
9	left	age25	left	0.840405907553281
9	left	age25	left	0.398649030126612
9	left	age25	left	0.690677440684072
9	right	age25	right	0.328990347107736
9	right	age25	right	0.693746462354573
9	right	age25	left	0.547793269597394
9	right	age25	right	0.510865352241525
9	left	age25	left	0.796737126505699
9	left	age25	right	0.557451313650551
9	left	age25	right	1.43365307212893
9	right	age25	right	0.489950810637207
9	left	age25	left	1.08942944434777
9	right	age25	left	0.482325271536961
9	left	age25	left	1.01984400567223
9	right	age25	left	0.480194772072599
9	left	age25	right	0.360577012843336
9	right	age25	right	0.371973752321046
9	left	age25	left	0.395735922096066
9	left	age25	left	0.445994347664085
9	right	age25	right	0.576292028076162
9	right	age25	right	0.490381165538238
9	right	age25	right	0.408485700089407
9	right	age25	right	0.869390609929186
9	left	age25	left	0.508808365310648
9	right	age25	right	0.749885570710383
9	left	age25	left	0.459829898041068
9	right	age25	right	0.471297700309353
9	right	age25	left	0.35029330507823
9	right	age25	left	0.417107236973636
9	right	age25	right	0.412643337671489
9	left	age25	right	0.68519101433633
9	right	age25	right	0.359893735351841
9	left	age25	left	0.564967610318148
9	left	age25	left	0.459827029632859
9	right	age25	right	0.345428037437728
9	right	age25	right	0.34461079008789
9	right	age25	right	0.655081914873115
9	right	age25	left	0.413234229391705
9	left	age25	left	0.349481122438941
9	right	age25	right	0.445066091700631
9	right	age25	right	0.40774268030801
9	right	age25	right	0.864178052225814
9	right	age25	right	0.762037156689947
9	left	age25	right	0.505498894420606
9	right	age25	right	0.524703820068037
9	right	age25	right	0.422938176027833
9	right	age25	right	1.21030067554803
9	right	age25	right	0.390968685857738
9	right	age25	right	0.81240529857447
9	left	age25	left	0.513301267178939
9	left	age25	left	0.566648879685651
9	right	age25	left	0.378068475365056
9	left	age25	left	0.324710027715065
9	left	age25	left	0.410501233684951
9	left	age25	left	0.300138701650142
9	right	age25	right	0.631667949979815
9	right	age25	right	0.423704483525681
9	left	age25	right	0.45776465474887
9	right	age25	left	0.331113465070555
9	left	age25	right	0.35121570855016
9	right	age25	right	0.530936241800929
9	right	age25	left	0.289596984525875
9	right	age25	right	0.432936246281949
9	left	age25	left	0.993065756718654
9	left	age25	right	0.469518379340578
9	right	age25	left	0.384259109426427
9	right	age25	left	0.834601564418737
9	right	age25	right	0.651144911772607
9	right	age25	right	0.351410310015497
9	left	age25	left	0.408866982094651
9	left	age25	right	0.534602972956496
9	left	age25	right	0.468856131643117
9	right	age25	right	0.67561713556886
9	left	age25	left	0.328818927624836
9	left	age25	left	0.635440880870853
9	right	age25	left	0.439358525769706
9	left	age25	left	0.428285764877633
9	right	age25	left	0.347894840081416
9	left	age25	left	0.872676010344749
9	right	age25	right	0.868031919906782
9	right	age25	left	0.365063154323278
9	left	age25	left	0.311973423410798
9	right	age25	right	0.72140308599979
9	right	age25	right	0.318424767156938
9	left	age25	left	0.387363798581363
9	left	age25	left	0.453907372380777
9	right	age25	right	0.420648447654736
9	left	age25	left	0.865015974908125
9	right	age25	right	0.317263970115618
9	right	age25	right	0.29411464993892
9	right	age25	right	0.346748975519821
9	left	age25	right	0.772820091600493
9	left	age25	right	0.296539139088592
9	right	age25	right	0.427483420720368
9	right	age25	right	0.528331555719487
9	left	age25	left	0.526993524286783
9	right	age25	left	0.549332036875306
9	right	age25	right	0.568988317225258
9	right	age25	right	0.472297935042019
9	left	age25	left	0.755622938102118
9	right	age25	right	0.379092435160062
9	left	age25	left	0.342656614402175
9	right	age25	right	0.337658560810229
9	right	age25	left	0.743129550977493
9	right	age25	right	0.587789118334843
9	right	age25	left	0.8822801320906
9	right	age25	left	1.07635023121476
9	right	age25	right	0.505603524825982
9	right	age25	left	0.524253943194364
9	left	age25	left	0.731131495047017
9	right	age25	left	0.420738340650113
9	right	age25	right	0.3232104294103
9	left	age25	left	0.953054188051977
9	left	age25	left	0.380076215255502
9	left	age25	left	0.383222639808072
9	right	age25	left	0.473938691088627
9	left	age25	left	0.357395589528359
9	left	age25	left	0.771529845203772
9	left	age25	left	0.438804201892442
9	right	age25	right	0.44627511056473
9	left	age25	right	0.33082601271754
9	right	age25	right	0.640076876631525
9	right	age25	right	0.631551460645839
9	right	age25	right	0.645802584903316
9	left	age25	left	0.291861123179395
9	left	age25	left	0.549183704562863
9	left	age25	left	0.34088624638702
9	right	age25	right	0.350040865055519
9	left	age25	right	0.564056440501709
9	left	age25	left	0.36698381094541
9	left	age25	left	0.564912527830044
9	left	age25	left	0.617747397634525
9	left	age25	right	0.348821372701821
9	left	age25	right	0.399031689605132
9	right	age25	left	0.361934527940456
9	left	age25	left	0.533332170720084
9	left	age25	left	0.458033567220141
9	right	age25	right	0.458877547237743
9	right	age25	right	0.407358066130728
9	left	age25	left	0.491225392830155
9	left	age25	left	0.679267132890753
9	left	age25	left	0.397399270900945
9	left	age25	left	0.907856165456007
9	left	age25	left	0.569998950331634
9	right	age25	right	0.433177784660271
9	left	age25	left	0.522498205827276
9	left	age25	right	0.452022251638938
9	left	age25	right	0.550502431792567
9	left	age25	left	0.746187310195496
9	left	age25	left	0.450318587894191
9	right	age25	right	0.742099004926092
9	right	age25	right	0.46774633766809
9	right	age25	left	0.320174661849459
9	right	age25	left	0.445404083076627
9	right	age25	left	0.433544653601312
9	right	age25	right	0.317727105179756
9	left	age25	left	0.412407301535872
9	left	age25	left	0.334893193279098
9	left	age25	left	0.425124145529452
9	left	age25	right	0.503972685007173
9	left	age25	left	0.571439469851073
9	right	age25	right	0.337426497391819
9	left	age25	left	0.65870175657969
9	left	age25	right	0.55862848233427
9	left	age25	right	0.432908525571537
9	right	age25	left	0.333300921047087
9	left	age25	left	0.367825217609801
9	right	age25	right	0.564329847358704
9	left	age25	left	0.326680394604422
9	left	age25	left	0.48222517074163
9	left	age25	left	0.405555099726431
9	right	age25	right	0.563184173019687
9	left	age25	left	1.07509627017814
9	right	age25	right	0.617710636634248
9	right	age25	left	0.685121744341192
9	left	age25	left	0.744166287854647
9	left	age25	right	0.638153497317018
9	right	age25	right	0.694640570278148
9	left	age25	right	0.43753910242908
9	left	age25	left	0.625107345059215
9	right	age25	right	0.639892312332803
9	left	age25	left	0.306345154034938
